dataset,M,subset_index,members,sign_auc,snr_auc,magnitude_auc,tau09_coverage,tau09_false_trust_risk,zero_budget_cosine,accepted_components,total_components,K
Heat/Poisson stressed,5,51,0;1;5;8;9,0.695386147099,0.792739997647,0.85262388466,0.755,0.057119205298,0.945281687043,1208,1600,16
Heat/Poisson stressed,5,52,0;1;6;7;8,0.698255436951,0.822521781059,0.831691440543,0.773125,0.0582053354891,0.946088334284,1237,1600,16
Heat/Poisson stressed,5,53,0;1;6;7;9,0.7199693893,0.808535801833,0.832979345962,0.78625,0.0564387917329,0.945905893048,1258,1600,16
Heat/Poisson stressed,5,54,0;1;6;8;9,0.684660643289,0.805675415952,0.824965612105,0.789375,0.0538400633413,0.947994611376,1263,1600,16
Heat/Poisson stressed,5,55,0;1;7;8;9,0.702961836272,0.804497077025,0.834955350987,0.76625,0.0562805872757,0.949224988622,1226,1600,16
Heat/Poisson stressed,5,56,0;2;3;4;5,0.736200635699,0.776750834576,0.817667270403,0.7025,0.0489323843416,0.945435147286,1124,1600,16
Heat/Poisson stressed,5,57,0;2;3;4;6,0.726228503697,0.723772500804,0.787553238509,0.7375,0.0457627118644,0.946243884511,1180,1600,16
Heat/Poisson stressed,5,58,0;2;3;4;7,0.776940028578,0.775049739331,0.833732416027,0.726875,0.0481513327601,0.946857776467,1163,1600,16
Heat/Poisson stressed,5,59,0;2;3;4;8,0.746636781609,0.820059770115,0.826726436782,0.72,0.0460069444444,0.950176266796,1152,1600,16
Heat/Poisson stressed,5,60,0;2;3;4;9,0.731477495108,0.744329745597,0.801360078278,0.738125,0.0457239627434,0.948681000548,1181,1600,16
Heat/Poisson stressed,5,61,0;2;3;5;6,0.73387628263,0.778473195152,0.808400874655,0.7025,0.0498220640569,0.945601188842,1124,1600,16
Heat/Poisson stressed,5,62,0;2;3;5;7,0.761075183196,0.804350087339,0.835526669751,0.70375,0.0532859680284,0.946239925747,1126,1600,16
Heat/Poisson stressed,5,63,0;2;3;5;8,0.749917840376,0.832280907668,0.839550078247,0.69625,0.0502692998205,0.947109170892,1114,1600,16
Heat/Poisson stressed,5,64,0;2;3;5;9,0.734565063871,0.790135012599,0.820706110459,0.701875,0.0516473731077,0.947312303999,1123,1600,16
Heat/Poisson stressed,5,65,0;2;3;6;7,0.760862676056,0.774178403756,0.820547730829,0.729375,0.0522707797772,0.946858594145,1167,1600,16
Heat/Poisson stressed,5,66,0;2;3;6;8,0.724941343761,0.802971916104,0.79721767982,0.72,0.046875,0.949247990664,1152,1600,16
Heat/Poisson stressed,5,67,0;2;3;6;9,0.724828528235,0.752648029594,0.787389594544,0.73625,0.0449915110357,0.948898040903,1178,1600,16
Heat/Poisson stressed,5,68,0;2;3;7;8,0.77829552287,0.847872153217,0.842596530334,0.7175,0.0479094076655,0.950404425918,1148,1600,16
Heat/Poisson stressed,5,69,0;2;3;7;9,0.761498680447,0.775265095845,0.818348109167,0.724375,0.0483175150992,0.949185456388,1159,1600,16
Heat/Poisson stressed,5,70,0;2;3;8;9,0.737264962517,0.823197387595,0.818817043839,0.719375,0.0477845351868,0.951381566333,1151,1600,16
Heat/Poisson stressed,5,71,0;2;4;5;6,0.743420138889,0.784921875,0.817942708333,0.715,0.0472027972028,0.945080052395,1144,1600,16
Heat/Poisson stressed,5,72,0;2;4;5;7,0.76732056998,0.816966518052,0.852871754524,0.716875,0.0531822144725,0.945572562491,1147,1600,16
Heat/Poisson stressed,5,73,0;2;4;5;8,0.754856442746,0.83141090745,0.84620189905,0.7075,0.0468197879859,0.947499398644,1132,1600,16
Heat/Poisson stressed,5,74,0;2;4;5;9,0.734220920139,0.780047743056,0.822065972222,0.710625,0.0492524186456,0.947418093653,1137,1600,16
Heat/Poisson stressed,5,75,0;2;4;6;7,0.779194888327,0.789035012942,0.830170182427,0.74125,0.0463743676223,0.94605739368,1186,1600,16
Heat/Poisson stressed,5,76,0;2;4;6;8,0.73793361723,0.813966196228,0.813542235873,0.73375,0.0451448040886,0.949513096482,1174,1600,16
Heat/Poisson stressed,5,77,0;2;4;6;9,0.731897438928,0.748196514657,0.793159312386,0.745625,0.0444258172674,0.948882551593,1193,1600,16
Heat/Poisson stressed,5,78,0;2;4;7;8,0.775379619903,0.840576831248,0.842597650654,0.730625,0.0453378956373,0.950537492985,1169,1600,16
Heat/Poisson stressed,5,79,0;2;4;7;9,0.768280156134,0.779204001327,0.828564768723,0.735,0.047619047619,0.949036436258,1176,1600,16
Heat/Poisson stressed,5,80,0;2;4;8;9,0.75110615024,0.823265989508,0.833740372809,0.728125,0.044635193133,0.952279910595,1165,1600,16
Heat/Poisson stressed,5,81,0;2;5;6;7,0.774569498286,0.820769425249,0.840760014608,0.71375,0.0499124343257,0.945455914432,1142,1600,16
Heat/Poisson stressed,5,82,0;2;5;6;8,0.745810526316,0.828623558897,0.830532330827,0.708125,0.0494263018535,0.946375435439,1133,1600,16
Heat/Poisson stressed,5,83,0;2;5;6;9,0.736849520345,0.790791995936,0.812211022452,0.709375,0.0493392070485,0.947524709922,1135,1600,16
Heat/Poisson stressed,5,84,0;2;5;7;8,0.781610506581,0.8540763592,0.858761601513,0.705625,0.0478299379982,0.947387040834,1129,1600,16
Heat/Poisson stressed,5,85,0;2;5;7;9,0.765420459015,0.811471150065,0.840149025226,0.70875,0.0511463844797,0.947672726748,1134,1600,16
Heat/Poisson stressed,5,86,0;2;5;8;9,0.750742721331,0.837116008341,0.845218766912,0.70375,0.050621669627,0.948436401231,1126,1600,16
Heat/Poisson stressed,5,87,0;2;6;7;8,0.782828745729,0.852550189908,0.840561804344,0.73,0.0462328767123,0.94926518717,1168,1600,16
Heat/Poisson stressed,5,88,0;2;6;7;9,0.773537118584,0.797145293355,0.820463403144,0.7325,0.0460750853242,0.948980385316,1172,1600,16
Heat/Poisson stressed,5,89,0;2;6;8;9,0.736222339662,0.817603244938,0.809793532709,0.7275,0.0463917525773,0.951287127788,1164,1600,16
Heat/Poisson stressed,5,90,0;2;7;8;9,0.782059835222,0.851914820354,0.847259136511,0.72375,0.045768566494,0.951935860387,1158,1600,16
Heat/Poisson stressed,5,91,0;3;4;5;6,0.692241240759,0.751300827708,0.798361660238,0.764375,0.0490596892886,0.94273725788,1223,1600,16
Heat/Poisson stressed,5,92,0;3;4;5;7,0.723602576286,0.778773096822,0.825142012459,0.743125,0.0521446593776,0.944046393138,1189,1600,16
Heat/Poisson stressed,5,93,0;3;4;5;8,0.705359776395,0.798549564354,0.828077962086,0.7475,0.0501672240803,0.945708914238,1196,1600,16
Heat/Poisson stressed,5,94,0;3;4;5;9,0.673709591091,0.73042366672,0.795171456929,0.759375,0.0502057613169,0.94490302284,1215,1600,16
Heat/Poisson stressed,5,95,0;3;4;6;7,0.721254492389,0.738107021772,0.799929694402,0.780625,0.048839071257,0.943826224037,1249,1600,16
Heat/Poisson stressed,5,96,0;3;4;6;8,0.701047117754,0.802472969396,0.804371729348,0.781875,0.0479616306954,0.94691808628,1251,1600,16
Heat/Poisson stressed,5,97,0;3;4;6;9,0.675074756439,0.708367614433,0.766782607709,0.81,0.045524691358,0.945639343724,1296,1600,16
Heat/Poisson stressed,5,98,0;3;4;7;8,0.72920225468,0.818416162365,0.82484297134,0.7575,0.049504950495,0.94876757598,1212,1600,16
Heat/Poisson stressed,5,99,0;3;4;7;9,0.726333054667,0.750386195115,0.812268282931,0.775625,0.0491539081386,0.946597093064,1241,1600,16
Heat/Poisson stressed,5,100,0;3;4;8;9,0.700606788703,0.796634155281,0.812068579341,0.779375,0.0473135525261,0.949495548922,1247,1600,16
Heat/Poisson stressed,5,101,0;3;5;6;7,0.720049189921,0.787284282551,0.817890890043,0.745,0.0553691275168,0.944031442159,1192,1600,16
Heat/Poisson stressed,5,102,0;3;5;6;8,0.704080812591,0.80880455408,0.818653867619,0.753125,0.0522821576763,0.94473155887,1205,1600,16
Heat/Poisson stressed,5,103,0;3;5;6;9,0.686547267142,0.761278231805,0.795025985819,0.764375,0.0515126737531,0.94506606458,1223,1600,16
Heat/Poisson stressed,5,104,0;3;5;7;8,0.726375176305,0.8199910104,0.836660518607,0.73125,0.0547008547009,0.946610030041,1170,1600,16
Heat/Poisson stressed,5,105,0;3;5;7;9,0.711834635952,0.775055532703,0.818881118881,0.74125,0.0556492411467,0.946055760779,1186,1600,16
Heat/Poisson stressed,5,106,0;3;5;8;9,0.692396477023,0.802218730023,0.820894594787,0.753125,0.0539419087137,0.946615404539,1205,1600,16
Heat/Poisson stressed,5,107,0;3;6;7;8,0.715682042826,0.816388192283,0.809443238274,0.760625,0.0534100246508,0.947659509609,1217,1600,16
Heat/Poisson stressed,5,108,0;3;6;7;9,0.71183156401,0.760710244113,0.797129564764,0.778125,0.0522088353414,0.946614501496,1245,1600,16
Heat/Poisson stressed,5,109,0;3;6;8;9,0.710468052232,0.819901641198,0.808784458556,0.795,0.0495283018868,0.948618327979,1272,1600,16
Heat/Poisson stressed,5,110,0;3;7;8;9,0.708406985017,0.808283031962,0.808920255413,0.758125,0.0527617477329,0.950119264612,1213,1600,16
Heat/Poisson stressed,5,111,0;4;5;6;7,0.709607157548,0.790563554093,0.825503907857,0.76,0.0575657894737,0.94289572057,1216,1600,16
Heat/Poisson stressed,5,112,0;4;5;6;8,0.661569908467,0.779500192009,0.809254371254,0.765,0.0555555555556,0.944628223953,1224,1600,16
Heat/Poisson stressed,5,113,0;4;5;6;9,0.681074788926,0.759109526846,0.809202264341,0.7725,0.0542071197411,0.944710117733,1236,1600,16
Heat/Poisson stressed,5,114,0;4;5;7;8,0.708557011817,0.810465734874,0.83939481872,0.74625,0.0569514237856,0.946366355163,1194,1600,16
Heat/Poisson stressed,5,115,0;4;5;7;9,0.710366714547,0.77711891111,0.832443249481,0.753125,0.0580912863071,0.945559240584,1205,1600,16
Heat/Poisson stressed,5,116,0;4;5;8;9,0.682926715077,0.784419755514,0.826280133526,0.75875,0.0535420098847,0.947129402147,1214,1600,16
Heat/Poisson stressed,5,117,0;4;6;7;8,0.706962464229,0.822165943925,0.818527361787,0.775625,0.0547945205479,0.94727832238,1241,1600,16
Heat/Poisson stressed,5,118,0;4;6;7;9,0.721453150512,0.774219175196,0.815178461701,0.79,0.0530063291139,0.945986678982,1264,1600,16
Heat/Poisson stressed,5,119,0;4;6;8;9,0.669385138671,0.788691784406,0.796085818943,0.793125,0.0512214342002,0.94901014662,1269,1600,16
Heat/Poisson stressed,5,120,0;4;7;8;9,0.718986183469,0.815391123063,0.830157243427,0.76875,0.0528455284553,0.950383920227,1230,1600,16
Heat/Poisson stressed,5,121,0;5;6;7;8,0.701774256651,0.815606416275,0.829581377152,0.74875,0.0609348914858,0.945074909028,1198,1600,16
Heat/Poisson stressed,5,122,0;5;6;7;9,0.706021989005,0.792144250455,0.821000789928,0.75375,0.0597014925373,0.945476410616,1206,1600,16
Heat/Poisson stressed,5,123,0;5;6;8;9,0.688910086801,0.809093616599,0.826410680295,0.765625,0.0579591836735,0.946077800308,1225,1600,16
Heat/Poisson stressed,5,124,0;5;7;8;9,0.708683781251,0.812514702423,0.834704274018,0.741875,0.0589721988206,0.947449183429,1187,1600,16
Heat/Poisson stressed,5,125,0;6;7;8;9,0.702387813739,0.818589341291,0.81178836277,0.77125,0.0567260940032,0.949204078324,1234,1600,16
Heat/Poisson stressed,5,126,1;2;3;4;5,0.774953681597,0.835920160443,0.856044312864,0.74875,0.0475792988314,0.947673372165,1198,1600,16
Heat/Poisson stressed,5,127,1;2;3;4;6,0.771918948298,0.822317243019,0.836631224947,0.77625,0.0450885668277,0.949568344252,1242,1600,16
Heat/Poisson stressed,5,128,1;2;3;4;7,0.806433396883,0.851938964412,0.866755774757,0.776875,0.0466613032985,0.949304671381,1243,1600,16
Heat/Poisson stressed,5,129,1;2;3;4;8,0.767781255354,0.847591627631,0.847177940003,0.7625,0.0450819672131,0.95258381421,1220,1600,16
Heat/Poisson stressed,5,130,1;2;3;4;9,0.759930555556,0.811384548611,0.835026041667,0.768125,0.046379170057,0.951799871407,1229,1600,16
Heat/Poisson stressed,5,131,1;2;3;5;6,0.769952168028,0.830283950054,0.847500418245,0.746875,0.0493723849372,0.948574553119,1195,1600,16
Heat/Poisson stressed,5,132,1;2;3;5;7,0.790299707063,0.846094118477,0.868871341896,0.75125,0.0524126455907,0.948289274228,1202,1600,16
Heat/Poisson stressed,5,133,1;2;3;5;8,0.778785818496,0.854367625604,0.865546962422,0.740625,0.0481012658228,0.949211971725,1185,1600,16
Heat/Poisson stressed,5,134,1;2;3;5;9,0.75384382895,0.813089942498,0.84067483997,0.74,0.0506756756757,0.950103086415,1184,1600,16
Heat/Poisson stressed,5,135,1;2;3;6;7,0.786669887267,0.838552704423,0.851641977355,0.776875,0.0514883346742,0.950053283423,1243,1600,16
Heat/Poisson stressed,5,136,1;2;3;6;8,0.760489416513,0.843722476524,0.836271238303,0.76125,0.0467980295567,0.952458535234,1218,1600,16
Heat/Poisson stressed,5,137,1;2;3;6;9,0.763726453933,0.81620204668,0.832161281108,0.765,0.046568627451,0.952754991546,1224,1600,16
Heat/Poisson stressed,5,138,1;2;3;7;8,0.799412264504,0.872477788482,0.867951857204,0.761875,0.0475799835931,0.952649437109,1219,1600,16
Heat/Poisson stressed,5,139,1;2;3;7;9,0.787870560067,0.830854998925,0.852019281289,0.765625,0.0489795918367,0.952177764753,1225,1600,16
Heat/Poisson stressed,5,140,1;2;3;8;9,0.762375111721,0.841136523238,0.845357986466,0.753125,0.0473029045643,0.954384258524,1205,1600,16
Heat/Poisson stressed,5,141,1;2;4;5;6,0.777580911883,0.84582963038,0.859778985222,0.7575,0.0470297029703,0.947390060511,1212,1600,16
Heat/Poisson stressed,5,142,1;2;4;5;7,0.780305355225,0.860950207151,0.879155797657,0.77125,0.0567260940032,0.946947987618,1234,1600,16
Heat/Poisson stressed,5,143,1;2;4;5;8,0.782719808895,0.864834522362,0.875082048357,0.756875,0.0454170107349,0.94888493787,1211,1600,16
Heat/Poisson stressed,5,144,1;2;4;5;9,0.765646347325,0.83256317389,0.859058929497,0.753125,0.0497925311203,0.949539921266,1205,1600,16
Heat/Poisson stressed,5,145,1;2;4;6;7,0.796752477783,0.852766190491,0.857197216206,0.788125,0.0459952418715,0.948589109208,1261,1600,16
Heat/Poisson stressed,5,146,1;2;4;6;8,0.783705314143,0.870891142047,0.863008582358,0.773125,0.0444624090542,0.952015853498,1237,1600,16
Heat/Poisson stressed,5,147,1;2;4;6;9,0.761976700521,0.81694931349,0.833679358077,0.773125,0.0452708164915,0.952080279985,1237,1600,16
Heat/Poisson stressed,5,148,1;2;4;7;8,0.809385527355,0.886721912892,0.88101069271,0.7775,0.0442122186495,0.952059487296,1244,1600,16
Heat/Poisson stressed,5,149,1;2;4;7;9,0.794934871929,0.845822187254,0.864467173704,0.77875,0.0481540930979,0.951358424391,1246,1600,16
Heat/Poisson stressed,5,150,1;2;4;8;9,0.764427987215,0.843557077229,0.85123573948,0.76625,0.0448613376835,0.954568202182,1226,1600,16
Heat/Poisson stressed,5,151,1;2;5;6;7,0.785824208637,0.852109371667,0.863009788062,0.75875,0.0502471169687,0.947584993319,1214,1600,16
Heat/Poisson stressed,5,152,1;2;5;6;8,0.778772328493,0.862645315239,0.866631815903,0.74875,0.0467445742905,0.948574205326,1198,1600,16
Heat/Poisson stressed,5,153,1;2;5;6;9,0.767891854017,0.833166325116,0.850713489241,0.74375,0.0487394957983,0.950390581372,1190,1600,16
Heat/Poisson stressed,5,154,1;2;5;7;8,0.799947916667,0.874289215686,0.883446691176,0.754375,0.0472245236123,0.948562990207,1207,1600,16
Heat/Poisson stressed,5,155,1;2;5;7;9,0.774943046366,0.831466841247,0.858530149881,0.751875,0.0523690773067,0.949619779058,1203,1600,16
Heat/Poisson stressed,5,156,1;2;5;8;9,0.774188507781,0.848681807967,0.866737597618,0.743125,0.0479394449117,0.950445692075,1189,1600,16
Heat/Poisson stressed,5,157,1;2;6;7;8,0.799427856671,0.880857978989,0.867284325228,0.771875,0.0461538461538,0.951616004765,1235,1600,16
Heat/Poisson stressed,5,158,1;2;6;7;9,0.792883043669,0.843333474978,0.851495771895,0.77,0.0470779220779,0.952059116065,1232,1600,16
Heat/Poisson stressed,5,159,1;2;6;8;9,0.762837676357,0.845939782315,0.843043532857,0.75875,0.0461285008237,0.954388637405,1214,1600,16
Heat/Poisson stressed,5,160,1;2;7;8;9,0.790582010222,0.860199961938,0.863282312,0.763125,0.046683046683,0.954076874485,1221,1600,16
Heat/Poisson stressed,5,161,1;3;4;5;6,0.697611340551,0.806107824534,0.834669047885,0.813125,0.0561106840892,0.945664099071,1301,1600,16
Heat/Poisson stressed,5,162,1;3;4;5;7,0.735070921986,0.832374020157,0.859708846585,0.79875,0.0586854460094,0.946076945486,1278,1600,16
Heat/Poisson stressed,5,163,1;3;4;5;8,0.707524936171,0.828173381082,0.860161045669,0.7975,0.057210031348,0.947751872598,1276,1600,16
Heat/Poisson stressed,5,164,1;3;4;5;9,0.684802032916,0.784007239521,0.833545857157,0.801875,0.0568978955573,0.947642893747,1283,1600,16
Heat/Poisson stressed,5,165,1;3;4;6;7,0.741650125313,0.841395488722,0.844627568922,0.8375,0.055223880597,0.946980339728,1340,1600,16
Heat/Poisson stressed,5,166,1;3;4;6;8,0.694924521629,0.838070508525,0.835115590797,0.828125,0.0550943396226,0.950051940666,1325,1600,16
Heat/Poisson stressed,5,167,1;3;4;6;9,0.681443559601,0.785195297687,0.809035520162,0.845625,0.0524759793052,0.949423725092,1353,1600,16
Heat/Poisson stressed,5,168,1;3;4;7;8,0.723667421447,0.846940304856,0.849609715195,0.81,0.0563271604938,0.950963940825,1296,1600,16
Heat/Poisson stressed,5,169,1;3;4;7;9,0.720865800866,0.810554323725,0.834484214972,0.825625,0.0552611657835,0.949544298916,1321,1600,16
Heat/Poisson stressed,5,170,1;3;4;8;9,0.687256753663,0.818104204823,0.834540025946,0.81875,0.0541984732824,0.952418036782,1310,1600,16
Heat/Poisson stressed,5,171,1;3;5;6;7,0.710916386711,0.815871593878,0.848394923479,0.80125,0.0655226209048,0.946789066615,1282,1600,16
Heat/Poisson stressed,5,172,1;3;5;6;8,0.695656204156,0.817079363544,0.852932404765,0.801875,0.0631332813718,0.9475549102,1283,1600,16
Heat/Poisson stressed,5,173,1;3;5;6;9,0.683817274306,0.784952256944,0.831879340278,0.804375,0.0613830613831,0.948523434456,1287,1600,16
Heat/Poisson stressed,5,174,1;3;5;7;8,0.701051167884,0.813513163014,0.858719145809,0.79125,0.0687203791469,0.948451145893,1266,1600,16
Heat/Poisson stressed,5,175,1;3;5;7;9,0.70680070898,0.798453472256,0.850040316737,0.7925,0.0670347003155,0.9486313974,1268,1600,16
Heat/Poisson stressed,5,176,1;3;5;8;9,0.680750453227,0.797069066415,0.847478504987,0.795625,0.0644147682639,0.949249958735,1273,1600,16
Heat/Poisson stressed,5,177,1;3;6;7;8,0.69709903113,0.831592268382,0.835070368042,0.81375,0.062980030722,0.95065076032,1302,1600,16
Heat/Poisson stressed,5,178,1;3;6;7;9,0.710049362402,0.808852324146,0.828819415878,0.825625,0.0598031794095,0.950291080798,1321,1600,16
Heat/Poisson stressed,5,179,1;3;6;8;9,0.681566225647,0.817152515266,0.82739804449,0.82875,0.0588235294118,0.952320599969,1326,1600,16
Heat/Poisson stressed,5,180,1;3;7;8;9,0.693190977444,0.810979448622,0.8368160401,0.80625,0.0643410852713,0.952902637926,1290,1600,16
Heat/Poisson stressed,5,181,1;4;5;6;7,0.679144303314,0.823489638048,0.848908413714,0.82,0.0724085365854,0.945015611733,1312,1600,16
Heat/Poisson stressed,5,182,1;4;5;6;8,0.65290186154,0.801676404647,0.850940960663,0.818125,0.0695187165775,0.946773780472,1309,1600,16
Heat/Poisson stressed,5,183,1;4;5;6;9,0.675703125,0.7944140625,0.8427734375,0.81375,0.0637480798771,0.947533133433,1302,1600,16
Heat/Poisson stressed,5,184,1;4;5;7;8,0.663602074493,0.812710072851,0.85501361196,0.8125,0.0738461538462,0.947515394996,1300,1600,16
Heat/Poisson stressed,5,185,1;4;5;7;9,0.681724738065,0.79771763634,0.845494648398,0.806875,0.0689388071263,0.947490087607,1291,1600,16
Heat/Poisson stressed,5,186,1;4;5;8;9,0.685923170417,0.806350492513,0.863643246207,0.8075,0.0642414860681,0.949079895957,1292,1600,16
Heat/Poisson stressed,5,187,1;4;6;7;8,0.680470248747,0.848478986313,0.847024068611,0.831875,0.068369646882,0.949588374656,1331,1600,16
Heat/Poisson stressed,5,188,1;4;6;7;9,0.702299877191,0.825032356237,0.836196808621,0.838125,0.061894108874,0.949029303296,1341,1600,16
Heat/Poisson stressed,5,189,1;4;6;8;9,0.650029463475,0.808385981182,0.82573079078,0.831875,0.060856498873,0.952037842569,1331,1600,16
Heat/Poisson stressed,5,190,1;4;7;8;9,0.682797698392,0.818269949981,0.839886173222,0.81875,0.063358778626,0.952478050386,1310,1600,16
Heat/Poisson stressed,5,191,1;5;6;7;8,0.629324633838,0.785795009342,0.844026882044,0.81625,0.0857580398162,0.947029072686,1306,1600,16
Heat/Poisson stressed,5,192,1;5;6;7;9,0.667548782528,0.797101945218,0.840968198202,0.80625,0.0759689922481,0.9481424446,1290,1600,16
Heat/Poisson stressed,5,193,1;5;6;8;9,0.648303167421,0.787663512958,0.845343480049,0.809375,0.0733590733591,0.948817862517,1295,1600,16
Heat/Poisson stressed,5,194,1;5;7;8;9,0.661419268562,0.7882289668,0.852963835107,0.8025,0.0794392523364,0.949214679956,1284,1600,16
Heat/Poisson stressed,5,195,1;6;7;8;9,0.658016985864,0.808298319328,0.831094065533,0.820625,0.0723533891851,0.952102324339,1313,1600,16
Heat/Poisson stressed,5,196,2;3;4;5;6,0.784598335374,0.820641981432,0.843619708923,0.75125,0.0465890183028,0.948564005396,1202,1600,16
Heat/Poisson stressed,5,197,2;3;4;5;7,0.803585784177,0.839548626948,0.861211645924,0.751875,0.04821280133,0.948413453824,1203,1600,16
Heat/Poisson stressed,5,198,2;3;4;5;8,0.787135153207,0.861561718705,0.859087010873,0.745,0.0469798657718,0.950275178277,1192,1600,16
Heat/Poisson stressed,5,199,2;3;4;5;9,0.758771822683,0.798514754739,0.827722949645,0.7425,0.0479797979798,0.950100557381,1188,1600,16
Heat/Poisson stressed,5,200,2;3;4;6;7,0.806983890258,0.804042565455,0.84518869148,0.78,0.0456730769231,0.949357591522,1248,1600,16
Heat/Poisson stressed,5,201,2;3;4;6;8,0.769664209525,0.847476051362,0.831111148855,0.770625,0.0454176804542,0.952682787996,1233,1600,16
Heat/Poisson stressed,5,202,2;3;4;6;9,0.761304660081,0.769873210745,0.813014079163,0.778125,0.0441767068273,0.951963386465,1245,1600,16
Heat/Poisson stressed,5,203,2;3;4;7;8,0.805074371166,0.871153559377,0.856799525578,0.766875,0.0456397718011,0.953011501081,1227,1600,16
Heat/Poisson stressed,5,204,2;3;4;7;9,0.795309168443,0.796686441957,0.838973157897,0.77,0.0462662337662,0.951502456085,1232,1600,16
Heat/Poisson stressed,5,205,2;3;4;8;9,0.766876574834,0.843375356753,0.83439958882,0.759375,0.0452674897119,0.954607420024,1215,1600,16
Heat/Poisson stressed,5,206,2;3;5;6;7,0.803678620654,0.84587020649,0.858268604037,0.75125,0.0507487520799,0.948848333032,1202,1600,16
Heat/Poisson stressed,5,207,2;3;5;6;8,0.775727712383,0.853249384068,0.844098914135,0.744375,0.048698572628,0.949757925795,1191,1600,16
Heat/Poisson stressed,5,208,2;3;5;6;9,0.760317403878,0.808506771599,0.824088560186,0.74,0.0489864864865,0.950729338832,1184,1600,16
Heat/Poisson stressed,5,209,2;3;5;7;8,0.78500577812,0.86748844376,0.862956036582,0.750625,0.0574521232306,0.950061748271,1201,1600,16
Heat/Poisson stressed,5,210,2;3;5;7;9,0.779288764016,0.827495587625,0.852182179194,0.746875,0.0577405857741,0.95024668142,1195,1600,16
Heat/Poisson stressed,5,211,2;3;5;8;9,0.738733850508,0.830010558578,0.833882037219,0.741875,0.0589721988206,0.950994254905,1187,1600,16
Heat/Poisson stressed,5,212,2;3;6;7;8,0.803817547976,0.874998314251,0.853717414465,0.766875,0.0480847595762,0.952362609547,1227,1600,16
Heat/Poisson stressed,5,213,2;3;6;7;9,0.787319877297,0.803362904206,0.827899731542,0.766875,0.0472697636512,0.951981904187,1227,1600,16
Heat/Poisson stressed,5,214,2;3;6;8;9,0.766951201818,0.846125324435,0.827956989247,0.758125,0.0469909315746,0.954203740446,1213,1600,16
Heat/Poisson stressed,5,215,2;3;7;8;9,0.771981274673,0.85545876709,0.845403457771,0.763125,0.0565110565111,0.954172810667,1221,1600,16
Heat/Poisson stressed,5,216,2;4;5;6;7,0.803941277998,0.851524601525,0.863776330757,0.761875,0.0484003281378,0.948205359864,1219,1600,16
Heat/Poisson stressed,5,217,2;4;5;6;8,0.779587532661,0.861690929451,0.852616648003,0.755,0.046357615894,0.950167092069,1208,1600,16
Heat/Poisson stressed,5,218,2;4;5;6;9,0.77110703495,0.815183169162,0.83617010295,0.748125,0.046783625731,0.950855832568,1197,1600,16
Heat/Poisson stressed,5,219,2;4;5;7;8,0.815631127451,0.889243259804,0.882901348039,0.7575,0.046204620462,0.950331230077,1212,1600,16
Heat/Poisson stressed,5,220,2;4;5;7;9,0.788898589702,0.829948083922,0.855942919075,0.753125,0.0497925311203,0.95023317698,1205,1600,16
Heat/Poisson stressed,5,221,2;4;5;8;9,0.773086972751,0.849936543486,0.849533407988,0.74625,0.0460636515913,0.952007487146,1194,1600,16
Heat/Poisson stressed,5,222,2;4;6;7;8,0.814855834716,0.888052757212,0.866690941457,0.778125,0.0449799196787,0.952501766114,1245,1600,16
Heat/Poisson stressed,5,223,2;4;6;7;9,0.804329735773,0.817287827751,0.845367613273,0.775625,0.0451248992748,0.951842236241,1241,1600,16
Heat/Poisson stressed,5,224,2;4;6;8;9,0.763897605355,0.844478314143,0.829271104166,0.766875,0.0448247758761,0.955105757669,1227,1600,16
Heat/Poisson stressed,5,225,2;4;7;8;9,0.805373415553,0.870702295307,0.861349777321,0.7675,0.0447882736156,0.954945922116,1228,1600,16
Heat/Poisson stressed,5,226,2;5;6;7;8,0.810090406969,0.88847975232,0.87391571176,0.753125,0.048132780083,0.949495966569,1205,1600,16
Heat/Poisson stressed,5,227,2;5;6;7;9,0.796553629101,0.845039161077,0.85367551877,0.74625,0.0494137353434,0.950612391321,1194,1600,16
Heat/Poisson stressed,5,228,2;5;6;8;9,0.776815181518,0.862005835777,0.852101304551,0.74125,0.0497470489039,0.951427987369,1186,1600,16
Heat/Poisson stressed,5,229,2;5;7;8;9,0.768875755362,0.85502104421,0.855435287868,0.75125,0.0590682196339,0.95121617868,1202,1600,16
Heat/Poisson stressed,5,230,2;6;7;8;9,0.791122842696,0.864955217228,0.843511025059,0.7625,0.0467213114754,0.954237536165,1220,1600,16
Heat/Poisson stressed,5,231,3;4;5;6;7,0.733340730964,0.814989156631,0.837590864316,0.799375,0.0578577013292,0.947105165862,1279,1600,16
Heat/Poisson stressed,5,232,3;4;5;6;8,0.705792080908,0.832959872251,0.837115163378,0.805,0.0574534161491,0.948791156537,1288,1600,16
Heat/Poisson stressed,5,233,3;4;5;6;9,0.696154931336,0.773925873848,0.817617102762,0.80625,0.0550387596899,0.94870595454,1290,1600,16
Heat/Poisson stressed,5,234,3;4;5;7;8,0.740129573866,0.85339538279,0.857797244274,0.786875,0.0587768069897,0.949841191273,1259,1600,16
Heat/Poisson stressed,5,235,3;4;5;7;9,0.728041862285,0.799600938967,0.838528951487,0.788125,0.0578905630452,0.948942112099,1261,1600,16
Heat/Poisson stressed,5,236,3;4;5;8;9,0.700310329861,0.820568576389,0.834014756944,0.79375,0.055905511811,0.950458080286,1270,1600,16
